,,Question,Réponse
250,FAQ12-250,"Question gourmandises. [Si] le Comte de Saint-Germain était pâtissier, lequel des gâteaux suivants aurait sa préférence : une religieuse, un jésuite, un diplomate ou un gâteau de Savoie ?",J’exclurais le jésuite. Le gâteau de Savoie je répondrais pas. Et religieu[se] et diplomate sont très intéressants oui.
251,FAQ12-251,Les affirmations suivantes pourraient-elles s'inscrire dans la chasse : L'ennemi de mon ennemi est mon ami ou un moindre mal est parfois nécessaire ?,"La première je dirais que non. Alors ça dépend à quoi vous faites référence. Je pense intuitivement à l'allié précieux. Et l'allié précieux ne vous aide pas parce que vous avez un ennemi commun. Il vous aide vraiment parce que c'est un allié précieux sur lequel vous pouvez compter. Voilà ce que je pourrais dire. La deuxième partie, oui tout à fait."
252,FAQ12-252,1 - Nous savons que l'affrontement n'est pas une histoire de revanche. Mais est-il une vengeance et est-il pour rétablir l'équilibre entre le bien et le mal ? 2 - Et pas l'équilibre ? ,1 - Ce n'est pas une vengeance c'est un combat essentiel. Il porte en lui-même quasiment une finalité propre. 2 - Pas nécessairement non.
253,FAQ12-253,Peut-on considérer qu’ils se situent tous sur la même ligne du coup ? [ndr : relique - autre trésor - mal jumeau],"Mécaniquement, en effet, si vous voyez le mal jumeau par l'autre trésor depuis la relique, je vous laisse faire les conclusions qui s'imposent."
254,FAQ12-254,Vous avez précisé que le testament contenait des indices pour la pièce lors d'une précédente FAQ. Entendiez-vous par testament le parchemin au global ou bien le premier texte du parchemin avant les énigmes et les illustrations ?,"Je parlais de l'introduction [du parchemin] qui contenait des indices, mais évidemment d'autres indices, peut-être même plus importants, se déroulent une fois les énigmes commencées."
255,FAQ12-255,"Dans KV XX, les deux X représentent-ils la même chose ? Ou bien KV XX sert juste à nous aiguiller vers quelque chose ?","Alors je ne pourrais pas vous dire si les deux “X” sont la même chose. Par contre, en effet, on peut dire que les deux “X” sont de même nature."
256,FAQ12-256,"On va faire un petit parallèle entre l’Élixir d’Or et la cuisine. Imaginez qu'on compare le parchemin à des pâtes à la carbonara. Utiliser un peu de crème, est-ce que c'est sacré ou profane ?","Non, c'est pas profane. Pour moi ça peut-être important."
257,FAQ12-257,"Concernant le texte rouge, la découverte est l'utilisation d'éléments rouges, qu'ils soient nouveaux ou déjà visibles, peut-elle raisonnablement se faire en début d'aventure ?","Oui, tout à fait. Les éléments rouges peuvent être trouvés dès le début du jeu."
258,FAQ12-258,"En tant qu'alchimiste, vous connaissez sûrement la célèbre maxime attribuée à Antoine Lavoisier “Rien ne se perd, rien ne se crée, tout se transforme”. A quel point la trouvez-vous appropriée à la quête de l'Élixir d'Or ?","Je la trouve très approprié à la quête de l’Élixir d’Or, puisque, en effet, plusieurs éléments au cours du jeu peuvent avoir des interprétations et des réponses différentes en fonction du stade où vous vous trouvez dans le jeu."
259,FAQ12-259,"Les grilles de lecture donc, qui ont été citées précédemment en FAQ, sont-elles toutes à extraire d'éléments de même catégorie ? C'est-à-dire soit toutes des énigmes, soit toutes des illustrations, soit du poème, etc.","Non, on va pas utiliser les mêmes grilles de lecture pour des illustrations et du texte. Alors ça, ça me semble important. Après, quand on va apposer des schémas de pensée, qu'on va poser un cadre de réflexion, un cadre de recherche documentaire, oui, là, il peut y avoir une vision commune, qu'on va interpréter, des solutions intermédiaires ou des solutions finales d'énigmes ou d'illustrations."
260,FAQ12-260,"Est-ce que les grilles de lecture au sens propre du terme, cela peut vous parler en terme de décryptage ?","J’avoue je réfléchis pas en terme de grille de lecture. Je réfléchis plutôt à dresser une architecture globale, une carte mentale. C'est pour ça que je prenais la métaphore du puzzle qui me semble très appropriée. Et à partir de plusieurs cryptos que vous arrivez à décrypter, et bien progressivement, vous avez cette carte qui prend forme. Et c'est un tableau à recomposer."
261,FAQ12-261,La quantité de cire fondue des bougies peut-elle nous donner une indication utile en dehors du fait que le personnage a passé un certain temps dans cette pièce ? Et donc les bougies auraient-elles pu être au même niveau ?,"Pas d'importance là-dessus. En effet, les bougies auraient pu être de même niveau. Elles reflétaient surtout le fait que le personnage travaille à une heure avancée de nuit et qu'il passe beaucoup de temps sur cette partie d'échecs."
262,FAQ12-262,Est-ce que vous faites une différence entre bougies et flambeaux ?,"Oui, je fais une différence entre bougies et flambeaux."
263,FAQ12-263,Les hommes qui tombent sont-ils irréprochables ?,Je pense que les historiens ne sont pas d'accord sur ce sujet là. Je vais vous donner mon avis subjectif. Je pense les personnes qui tombent sont plutôt des personnes vertueuses.
264,FAQ12-264,"Vous avez répondu sur le cachemire, le fer et le jade que c'était une très bonne question, une remarque très pertinente mais vous ne pouviez pas répondre à cette question, voilà pourquoi ma question de tout à l'heure. Nous avons trois références à un engagement passé. Pourrait-il y en avoir un quatrième ? Pouvez-vous répondre aujourd'hui ?",J'ai répondu que je ne pouvais pas répondre.
265,FAQ12-265,"Est-ce que l'énigme deux a un rapport avec une région française, voire un département précis ?","Là-dessus, pareil, je peux pas répondre, ça donnerait un peu trop d'indications."
266,FAQ12-266,"Peut-on dire que notre personnage, pendant son périple, est l'homme qui mourut de s'être vu monter plus haut que Roi ?","Non, on ne peut pas dire ça."
267,FAQ12-267,Le soleil de l'illustration une va-t-il se retrouver dans le temple de l'illustration cinq ?,"Non, il ne s'agit pas du même soleil."
268,FAQ12-268,A quel moment est-il important de se repencher sur la grappe ?,Je ne pourrais pas répondre à cette question malheureusement.
269,FAQ12-269,"Comme source d'inspiration vous avez précédemment mentionné un livre qui n'est pas un roman. S'agit-il d'un essai ? Et si oui, a-t-il été publié par une maison d'édition appréciée des initiés ?","Là-dessus, je ne pourrais pas répondre non plus. Mais explorez toutes les pistes que vous pouvez avoir."
270,FAQ12-270,"Mon premier qui est bâtisseur, est-il un maître bâtisseur ?","Je ne peux pas dire si c'est un maître, mais je peux dire qu'il est de confiance, qu'il est de bon aloi. Ça devrait vous suffire."
271,FAQ12-271,Le scorpion du visuel quatre aurait-il pu se trouver sur le visuel trois ?,Je ne peux pas répondre non plus à cette question malheureusement.
272,FAQ12-272,"En FAQ 7, vous avez dit “une pierre d'attente peut vous guider” puis en FAQ 11, “la pierre d'attente, c'est une étape intermédiaire et elle ne possède pas de finalité propre”. N’y a-t-il pas un paradoxe ?","Non. C'est-à-dire que la pierre d'attente peut vous guider vers justement une étape plus finale. Et donc elle n'a pas, en effet, de finalité propre en elle-même. Elle ne vous sert pas, ce n'est pas un élément crucial du jeu."
273,FAQ12-273,Potentiellement une vieille grappe toute pourrie subsiste-t-elle à côté de LA grappe ?,Je sais pas si il y a une vieille grappe toute pourrie à côté de la grappe. J'imagine que oui. Il doit y avoir des bouts de raisins un peu pourris à côté.
274,FAQ12-274,"Pour revenir à la dernière FAQ, vous nous avez affirmé avoir visité vous-même la chambre cachée. Pouvez-vous le confirmer ?","Alors je me souviens pas du tout d'avoir affirmé ça. Mais ça m'étonne beaucoup. Je pourrais pas répondre à cette question, mais je ne pense pas avoir affirmé ça. Ça me paraîtrait un peu audacieux."
275,FAQ12-275,"L’allié précieux nous fait-il grandir ou plutôt grossir, alors que nos ennemis, ou plutôt concurrents, pourraient tenter de vivre à nos dépens ? Tout est-il question de partage ?","1 - Oui. L'allié précieux vous fait grandir. Il vous tire vers le haut, quasiment au sens propre. Et donc il est, à ce point de vue, extrêmement important. Mais c'est important aussi que vous puissiez faire le pas vers lui. 2 - Je ne dirais pas que vos ennemis ou concurrents pourraient vivre à vos dépens. Je dirais plutôt qu'ils essayent de mettre fin à votre existence. C'est beaucoup plus manichéen. Voilà ce que je pourrais dire. Sur la question de partage, j’ai dit que c’était dans les deux sens. A la fois l'allié qui venait vers vous et vous qui veniez vers l'allié."
276,FAQ12-276,Est-ce que je rencontre ou croise mon allié précieux avant d'en avoir réellement besoin ?,"Non, c’est une rencontre qu’on pourrait qualifier d'inédite."
277,FAQ12-277,Trouverons-nous un arbuste comme indice pour le premier coup de pelle ?,"Là-dessus, je ne peux pas vous répondre, bien évidemment. C’est un sujet très très très touchy."
278,FAQ12-278,Les trois grappes d'or chevauchent-[elles] dans la même direction que trois chevaliers guides ?,"C'est une bonne question, et là-dessus, je ne peux pas vous répondre."
279,FAQ12-279,Est-ce que le nouvel ordre était contemporain du Comte ?,"C'est une bonne question, mais je pourrais pas vous répondre par oui ou par non."
280,FAQ12-280,"Sur le final, le soufre alchimique nous permet-il de définir une zone de sol meuble où on peut être tenté de creuser.",Ça peut être une possibilité parmi d'autres. Je peux vraiment donner aucune indication sur le lieu final.
281,FAQ12-281,Quelles sont les confirmations pour la zone ?,"Donner une indication, ce serait révéler en partie le fil rouge et révéler des informations très très importantes dans le jeu."
282,FAQ12-282,"Dans l'esprit, est-ce que l'impression d’une illustration sur un papier calque à une échelle appropriée pourrait-elle être une idée impossible, farfelue, essentielle ou possible ?","Alors j'aurais adoré mais pour les besoins d'avoir une version digitale, malheureusement, selon les écrans ce ne sont pas les mêmes proportions. On pourrait imaginer uniquement ça sur des calculs d'angles qui pour le coup ne changent jamais selon les supports sur lesquels on peut lire les énigmes et les illustrations."
283,FAQ12-283,"Dans l’énigme cinq, on doit trouver le Prince des vignes et l'évêque universel. Deux endroits donc. A-t-on dans un des visuels ou ailleurs sur le parchemin un indice nous permettant d'avoir une confirmation de ces deux lieux ?","Les deux lieux sont assez faciles à trouver. Je pourrais pas vous dire exactement où se trouvent des confirmations ou des indices, mais ce n'est pas le plus dur à trouver. Les deux lieux ont été trouvés par de nombreux joueurs."
284,FAQ12-284,L'agencement des gouttes rouges autour du calice du visuel quatre font partie du cahier des charges ?,"Non, ça ne faisait pas partie des cahiers des charges d’avoir des gouttes qui éclaboussent autour du calice. Donc je dirais que non."
285,FAQ12-285,"Sur le visuel un, la carte à priori qui montre une zone plus précise, une région selon vous, n'aurait-elle pas un lien avec la crypte du visuel quatre ?","Non, il n'y a pas de lien entre les deux."
286,FAQ12-286,Mon allié précieux et ma fidèle monture pourraient-ils avoir un lien de parenté ?,"Là-dessus, je pourrais pas vous répondre."
287,FAQ12-287,Les hommes qui tombent tombent-ils pour la même cause et à la même époque ?,"Non, ils ne tombent pas pour la même cause. Par contre, ils tombent, on peut le dire, à une époque assez proche."
288,FAQ12-288,"On m'a laissé trois jours dans un sarcophage, j'en ai compris des choses. Cela vous parle-t-il ?","Non, ça me parle pas, désolé."
289,FAQ12-289,"L'illustration quatre contient de nombreux éléments qu'on peut relier à différents lieux. Or, dans la FAQ précédente, vous disiez que cette illustration nous permettrait d'identifier un lieu réel. Y a-t-il quelque chose qui pourrait nous permettre de trancher, de choisir le bon lieu avec certitude ? Ou bien peut-on imaginer que cette salle au trésor représente plusieurs lieux à la fois ?","Cette illustration permet d'identifier un lieu réel, en effet. Mais ce qu'il y a à l'intérieur est suffisamment riche pour élargir à d'autres pistes, d'autres solutions, évidemment."
290,FAQ12-290,"L'ordre Labastide Orliac, Auzias et Villegeorge aurait-il pu être autre ?","Il aurait pu être dans le sens inverse, mais c'est tout."
291,FAQ12-291,"Vous avez dû apporter une correction de FAQ en disant qu'il était important de connaître l'emplacement de la relique à la période de rédaction du testament, soit 1784. Ok pour cette précision. Du coup, est-ce valable aussi pour d'autres éléments ? Certaines valeurs fluctuant avec les périodes, valeurs des métaux par exemple.","C'est valable également pour d'autres éléments. Tout à fait. Notamment s'agissant par exemple d'une pièce, la valeur qu'il faudrait prendre en compte serait celle au moment où la pièce était évidemment en circulation."
292,FAQ12-292,"La modification induite par 253548 sur objet de la chambre cachée est-elle d'ordre physique, spirituelle ou mathématique ?","Là-dessus, je pourrais pas vous apporter de précisions malheureusement."
293,FAQ12-293,L'Aigle immortel a-t-il volé à travers toute l'Europe ?,"Là-dessus, je pourrais pas vous répondre."
294,FAQ12-294,"Nos trois grappes d'or sont-elles calmes ou plutôt tumultueuses, voire pétillantes ?",Je ne leur prêterais pas d'intention particulière.
295,FAQ12-295,"L’illustration six est à mon sens la plus difficile à travailler. Contrairement aux autres, elle ne laisse que très peu de débuts de pistes possibles pour nos recherches. Doit-on la mettre de côté jusqu'au moment où nous avons suffisamment d'éléments résolus, découverts ? Ou devons-nous être davantage attentifs dans l'observation dès le début ?",Je vous conseillerais d'être attentifs dès le début du jeu.
296,FAQ12-296,Trouve-t-on des indices sur la pièce dans les cinq premiers visuels ?,"Là-dessus, je ne peux pas vous répondre."
297,FAQ12-297,L’aigle du visuel trois peut-il faire référence à un personnage féminin ?,"Je peux pas vous répondre. L'aigle fait bien référence à quelque chose, mais c'est à vous de découvrir à quoi il fait référence."
298,FAQ12-298,"Si les vues satellitaires de Google Maps changeaient du jour au lendemain avec par exemple une végétation plus touffue ou de la neige sur le pile-poil, est-ce que cela rendrait sa localisation plus difficile depuis notre canapé ?",Je ne pense pas que ça rendrait la localisation plus difficile en sachant que la confirmation du pile-poil se trouve en allant creuser.
299,FAQ12-299,"Lors d'une FAQ, je vous ai demandé si la chasse était en mode “fractale” et vous avez répondu que non. Pour autant, ce procédé est présent dans l’indice un, lettres rouges. Pouvez-vous nous dire si son utilité est bien réelle et présente dans une partie du jeu ? Et si oui, est-ce plutôt au début, au milieu ou à la fin ? Voire un peu dans tout ?","Vous pouvez travailler les éléments rouges dès le début, mais en l'occurrence leur utilité est très importante et par conséquent est plutôt à situer en fin de jeu."
300,FAQ12-300,"Après avoir accompli notre ultime voyage, lorsque nous sommes au milieu, est-ce à cet endroit que nous devons suivre le blaireau ?",Je vous déconseille d'accorder une importance aussi majeure à ce pauvre blaireau. Je serais tenté de répondre que non.
301,FAQ12-301,La découverte de la chambre cachée est-elle essentiellement due à notre sens de l'observation ?,Je ne dirais pas ça. Non. C'est pas lié à un sens de l'observation.
302,FAQ12-302,"Vous avez dit que l'épée ne servait qu'une seule fois, mais le personnage a-t-il eu l'intention de s'en servir sans y parvenir ?","C'est une bonne question. Et la réponse est non. Il n'a pas eu l'intention de s'en servir sans y parvenir. Au contraire, il considère qu'il n'est pas suffisamment digne pour s'en servir et fait l'effort pour parvenir à ce niveau de dignité, avant de s'en servir au moment fatidique."
303,FAQ12-303,Les lettres rouges sont-elles le fil rouge ?,"Alors c'est une bonne question puisqu'il y a le terme rouge dans les deux, mais je pourrais pas y répondre."
304,FAQ12-304,"Ayant pris un peu de hauteur, j'ai cru reconnaître l'illustration six en survolant une zone. Devrais je changer de lunettes ?",La réponse est non. Pas du tout.
305,FAQ12-305,"Est-ce que sur l’illustration deux, le plomb et la plume ont une importance ?","La plume, en effet, faisait partie du cahier des charges. Le plomb, je ne vois pas [de plomb] sur l'illustration deux."
306,FAQ12-306,Le jugement dernier est-il à associer à une couleur ?,"Je ne peux pas vous dire si le Jugement Dernier intervient, ni même s'il est associé à une couleur. J'aurais plutôt tendance à dire que le jugement dernier n'est pas forcément associé à une couleur."
307,FAQ12-307,Devons-nous considérer 1784 comme référence pour choisir une bonne valeur de conversion ?,"Ça dépend. Si la pièce était encore en activité, oui. Parce que c’est la date où le Comte rédige les énigmes et le testament. Si la pièce, au contraire, n'était plus en activité, j'aurais tendance à répondre que non."
308,FAQ12-308,Le trou sur le visuel trois se situe-t-il également au pied du pic dans le monde réel ?,Non.
309,FAQ12-309,"Pouvez-vous répondre à des questions sur l’objet de confirmation laissé sur place ? Ou bien, cela est encore trop tôt ?","Ça me paraît un peu tôt, et ça me paraît quand même donner un gros indice pour le pile poil. Donc non, pas pour l'instant."
310,FAQ12-310,Peut-on dire que c'est la guerre sur le visuel deux ?,"Non, ce n'est pas la guerre. Ce n'est même pas une bataille."
311,FAQ12-311,Bernard Werber fait-il partie de vos sources d'inspiration ?,Non.
312,FAQ12-312,"Illustration deux, la plume et la pomme sont-ils importants ?",Je ne vois pas de pomme.
313,FAQ12-313,"Le cheminement visuel trois, quatre et cinq est-il un cheminement de l'énigme cinq ?","Non, je ne pense pas. Je ne crois pas."
314,FAQ12-314,Le temple de l’illustration cinq est-il plutôt un lieu de culte ou de cérémonie ?,"Je pourrais pas vous dire s'il s'agit d'un temple. Je pourrais uniquement dire qu'il s'agit d'un bâtiment. Et que ce bâtiment, vous pouvez évidemment le reconnaître."
315,FAQ12-315,"Newton, né à Boston ?","Alors, la pomme, d'accord. La pomme, la gravité. Non. D'ailleurs, il me semble que Newton n’est pas né à Boston. Il semble qu'il est né, si je me trompe pas, dans un petit village en Angleterre."
316,FAQ12-316,Peut-on court circuiter la pièce ? [ndr: un raccourci dans le cheminement],Ça me paraît compliqué parce que la pièce est un des éléments les plus durs à trouver et il faut avoir quand même bien avancé dans le jeu pour pouvoir la trouver.
317,FAQ12-317,"Laquelle option vous semble envisageable ? Couper quelques branches de l'arbre (visuel un), tailler la vigne (visuel un), ou arracher la mousse (visuel cinq) ?","Malheureusement, aucun des trois."
318,FAQ12-318,"Je n'y connais rien en numismatique, Pouvez-vous me confirmer que sou est le pluriel de sol ? Un sol, quatre sous ?",J'avoue que je ne sais pas. Aucune idée.
319,FAQ12-319,Le symbole sur le cavalier noir a-t-il une importance ?,"Oui, tout à fait."
320,FAQ12-320,Est-ce que les lieux éventuels que l'on pourrait trouver sont des lieux dans lesquels le Comte de Saint-Germain a vécu ?,"Pas forcément tous. Non, non. Il y a une part évidemment de fiction dans l'Élixir. Donc tous les lieux cités ne sont pas forcément des lieux où une présence du Comte a été documentée. Et par ailleurs, beaucoup de lieux trouvés dans l'Élixir n'ont pas forcément de lien avec le personnage réel du Comte de Saint-Germain."
321,FAQ12-321,Peut-on court circuiter la pièce ? [ndr: électriquement],"Oui. Pour moi, on peut court circuiter la pièce. Tout à fait."
322,FAQ12-322,Y a-t-il un ou plusieurs morts lors du combat du visuel six ?,Non. Il n'y a pas plusieurs morts. Il n'y a qu'un seul mort.
323,FAQ12-323,Le lieu familier et la chambre cachée sont-ils trouvables de façon indépendante l'un de l'autre ?,Oui.
324,FAQ12-324,L'aile du cheval est-elle percée par l'épée ?,[Elle n’est pas] percée par l'épée.
325,FAQ12-325,Y a-t-il deux joueurs présents lors de la partie d'échecs ou d'autres ?,"Là-dessus, je pourrais pas vous répondre. Ce que vous voyez sur le visuel doit vous donner une indication suffisante."
326,FAQ12-326,Le testament du début est-il un écrit tumulaire ?,"Non, il n'a pas été écrit depuis une tombe. Il a été écrit du vivant du Comte de Saint-Germain."
327,FAQ12-327,"Dans une FAQ, je vous avais demandé si le soleil avait rendez-vous avec la lune, et vous n'aviez répondu qu'en parlant du soleil. Quid de la lune ?",Je peux vous confirmer que le soleil n'a pas un rendez-vous particulier avec la lune.
328,FAQ12-328,"L’indice ou la confirmation laissé sur le lieu de la cache, Est-ce un élément naturel originel ou un élément fabriqué par vos soins ?","Je ne peux pas répondre à cette question, donc je vais passer."
329,FAQ12-329,L'écrit tumulaire s'applique-t-il uniquement au 12ᵉ rayon d'orbe crépusculaire ?,"Oui, tout à fait. Est-ce qu’il s'applique strictement uniquement à ça ? Peut-être pas. Mais pour le coup, ce qui va vraiment vous aider dans le jeu, c'est ça."
330,FAQ12-330,"Bostogne, dans l'indice un, existe-t-il ?",Je ne me souviens pas d'avoir mentionné Bostogne dans l'indice un. Je dirais que non.
331,FAQ12-331,"Le tracé sur la porte du bâtiment de l'illustration cinq est-il plutôt un mode d'emploi ? Ou plutôt autre chose ? Un crypto, etc.","C'est un indice qui vous permet de vous renseigner sur autre chose. Et par ailleurs, il y a des éléments évidemment qui vous permettent de deviner de quel bâtiment il peut s'agir."
332,FAQ12-332,"Pourrait-on avoir une approche bestiaire, réelle ou imaginaire, du mal et de son jumeau, qui s'ajouterait à leur double nature commune déjà existante ?",C'est une très bonne question et la réponse est oui.
333,FAQ12-333,"En début de FAQ vous nous avez dit que de nombreux chasseurs ont résolu les énigmes un, deux, trois, quatre. Nombreux c'est combien ? Dix, cent, mille ?","Je n’ai pas reçu mille cheminements, forcément, ce sera moins. C'est plus que dix. Je dirais que c’est plusieurs dizaines."
334,FAQ12-334,Y a-t-il des joueurs qui ont trouvé la bonne pièce pour le moment ?,"Non, Je n'ai pas vu passer la bonne pièce. C’est l'un des éléments extrêmement bloquant à ce stade du jeu."
335,FAQ12-335,Pouvons-nous tuer et être digne ?,Oui.
336,FAQ12-336,"Un même individu pouvant incarner de nombreux personnages aux cours des siècles, je me demandais si la personne des visuels est à la fois un même individu et un même personnage ?","Non, il ne peut pas s'agir de plusieurs personnages en un."
337,FAQ12-337,Le lieu où se trouve mon mal me fait penser au début de l'énigme cinq normal ou je délire ?,"Le lieu où se trouve le mal, a priori, que ce soit pour le mal ou pour le mal jumeau, non, ça ne me parait pas normal."
338,FAQ12-338,Bostogne pourrait-il être une localité existante dans l'énigme une ?,"Oui, tout à fait. Encore faut-il savoir à quoi ça peut faire référence."
339,FAQ12-339,Bostogne ? Première énigme ? Bastogne ? Ou Boston ?,"C'est une très bonne question, mais je pense que vous avez déjà toutes les clés en main pour savoir. Et je crois qu'il y a eu peut-être un coup de pouce à ce sujet."
340,FAQ12-340,Est-ce que vous nous conseillez de ne pas trop garder la tête dans les étoiles ? Une fois ça va mais trop longtemps ça risque de faire mal au cou.,"Je suis tout à fait d'accord avec vous. Une fois ça va, faut pas y rester trop longtemps."
341,FAQ12-341,Y a-t-il un soutien psychologique prévu pour les joueurs qui voient toutes leurs théories voler en éclats ?,J'essaie justement de pas trop casser les théories. Mais je préfère que des théories volent en éclats plutôt qu'elles soient le fruit de de mauvaises interprétations et que finalement elles bloquent tout le jeu.
342,FAQ12-342,Est-ce que ceux qui ont le mal peuvent penser le contraire ? Ou est-ce que c'est plutôt un bien pour eux ?,"Non, ça me paraîtrait quand même assez compliqué aujourd'hui de considérer que le mal peut être un bien. Après, c'est un point de vue subjectif. Peut-être que d'autres n'auraient pas les mêmes visions des choses. Mais ça me paraît en tout cas compliqué."
343,FAQ12-343,"Réincarnation, résurrection ou transmigration ? Laquelle de ses actions choisir ?",Je dirais : aucun des trois. Vous n'avez pas besoin de vous incarner. Vous n'avez pas besoin de ressusciter. Et transmigration non plus.
344,FAQ12-344,Y a-t-il trois cercles ou quatre cercles ou plus ?,Je ne peux pas vous donner le nombre de cercles.
345,FAQ12-345,Le dernier cercle est-il le seul à tracer pendant toute notre quête ?,Ça je pourrais pas vous dire si il y a d'autres cercles. Mais tous les tracés sont précisés dans le jeu. Notamment de quelle nature peuvent être les tracés.
346,FAQ12-346,Le mal s'attaque aux gens trop parfaits ?,"Bien sûr. En priorité, oui, tout à fait."
347,FAQ12-347,"Lors du combat final, nous conseilleriez-vous de nous mettre à l'abri ou au contraire de faire face ?","Je vous conseille de faire face. Parce que normalement, à ce moment là, vous êtes prêt."
348,FAQ12-348,Un cercle peut-il enjamber plusieurs continents ?,"Oui, bien sûr. Il n'y a pas de limite à la distance."
349,FAQ12-349,Le mal atteint-il le lieu familier ?,Je ne pourrais pas répondre à cette question.
350,FAQ12-350,Les hommes qui tombent au mal jumeau sont-ils nombreux ?,Non.
351,FAQ12-351,Tombent-ils uniquement sur le lieu du mal jumeau ou partout en France ?,Ils tombent uniquement sur le lieu du mal jumeau.
352,FAQ12-352,Les cercles se croisent-ils ?,Je ne pourrais pas répondre à cette question.
353,FAQ12-353,Une ville frontière est-elle présente vers la fin de l'énigme cinq ?,Je pourrais pas vous répondre ça donnerait un peu trop d'indices.
354,FAQ12-354,Est-ce que le moment du face à face est également un moment précis de réflexion ?,"Oui, tout à fait. Parce que c'est le moment où vous choisissez avec qui vous allez vous battre."
355,FAQ12-355,"Quitte à boire de l'eau rien que de l'eau, serait-ce : de l'eau de pluie, de l'eau minérale ou de l'eau du robinet ?",Ce serait de l'eau de pluie.
356,FAQ12-356,Donc le mal n'est pas une question de croyances ? Il est universel ? ,"Ça c'est une grande question. Est-ce que l'homme a une conscience innée de la notion du bien et du mal ? Quelle que soit la culture, quel que soit le lieu ? Les religions se posent toujours cette question. Oui, pour moi il y a une part de croyances. Je crois qu'une grande majorité des gens penserait comme moi qu'il s'agit d'un mal. Après, je ne peux pas parler au nom de tout le monde, donc forcément que certains penseraient peut-être, des esprits déviants sûrement, penseraient qu'il s'agit d'un bien ou d'un mal pour un bien."
357,FAQ12-357,Toutes les énigmes se rapportent au domaine viticole ou c'est pure coïncidence ?,"A priori, si vous tombez sur des domaines viticoles ou sur des endroits qui font penser au vin, ce n'est pas un hasard sur une chasse sur le vin."
358,FAQ12-358,"Le personnage sort du cheval, vient-il d'une grotte ?",Je pourrais pas vous répondre.
359,FAQ12-359,La fidèle monture n'est elle fidèle qu'à moi ?,"C'est une très bonne question. À priori, la réponse est oui."
360,FAQ12-360,"J’ai lu que le Comte de Saint-Germain était de confession juive, mais je vois beaucoup de références bibliques. Faut-il plus s'orienter vers le christianisme ou le judaïsme ?","Le Comte de Saint-Germain a eu plein de croyances plus ou moins avérées. Ce dont on est sûr, c'est qu'il a prêché le vrai, le faux, en fonction des personnes avec lesquelles il s'adressait. Donc je ne pense pas qu'il y a de certitudes sur sa croyance. Là pour le coup, c'est à vous d'identifier, mais je pense que c'est assez clair dans le parchemin, les références religieuses qu'il peut y avoir s'il y en a."
361,FAQ12-361,"Le mal, s'il croisait d'autres mals de fiction, que ferait-il ? S'allier, s'entre tuer comme des animaux ?",Le mal me semble assez unique là-dessus et orgueilleux pour penser triompher tout seul.
362,FAQ12-362,Un acte iconoclaste a-t-il sa place ?,"Plutôt qu'un acte iconoclaste, je dirais que c'est vraiment une intuition forte, une conviction forte qui est née de votre fil rouge que vous avez abondé par votre fil rouge qui vous aidera à un moment crucial. Je vois pas sinon d'acte iconoclaste."
363,FAQ12-363,L'histoire que nous raconte le poème est-il en lien avec le mal et le mal jumeau ?,"Le poème, évidemment, n'est pas indépendant des énigmes écrites et visuelles. Donc il est tout à fait possible que le poème fasse des références à des éléments que vous avez déjà découverts et qu’il y ait des sensations de déjà-vu."
364,FAQ12-364,Le quadrillage tel qu'il est dessiné sur l’illustration quatre suffit-il ou doit-on le prolonger ?,Non. Le quadrillage se suffit à lui même.
365,FAQ12-365,Un petit verre de rosé peut-il être d'une certaine aide avant d'affronter le mal ?,"C'est une très très bonne question, et pour le coup, je ne pourrais pas y répondre."
366,FAQ12-366,La seconde mort vous parle ?,"Oui, tout à fait. Et je m'abstiendrais de tout commentaire à ce sujet."
367,FAQ12-367,Remercie-t-on notre personnage dans beaucoup d’endroits ?,"Non, je ne pense pas."
368,FAQ12-368,L’histoire de la trahison de Jésus par Judas peut-elle avoir son importance ?,Je pourrais pas vous répondre.
369,FAQ12-369,Ce qui doit tous nous mettre sur un même pied d'égalité est-il lié au poème ?,Pas nécessairement.
370,FAQ12-370,De l'eau pour le mal jumeau ?,Non.
371,FAQ12-371,"Peut-on trouver dans le parchemin des éléments de piste ou confirmation pour les différentes variables liées au calcul nous menant au lieu familier ? Prince, évêque et lieue notamment ?","Pour moi, un indice qui est suffisamment fort peut faire effet de confirmation à partir du moment où il n'y a pas 15 000 options à explorer. Sans qu'il y ait besoin de deux ou trois éléments supplémentaires."
372,FAQ12-372,Le lieu du mal jumeau est-il en rapport avec la strophe quatre du poème ?,"Là-dessus, je ne peux pas vous répondre. Mais évidemment que le poème nourrit une grande partie des énigmes."
373,FAQ12-373,Faut-il pencher l’illustration cinq sur la droite pour mieux la comprendre ?,"Non, je ne vois pas d'élément particulier."
374,FAQ12-374,L'étymologie des lieux découverts a-t-elle son intérêt ?,"Oui, tout à fait. De façon générale, je pense notamment peut-être à l'énigme un, les lieux n’ont pas été choisis au hasard. Evidemment, faire des recherches sur les lieux sur lesquels vous tombez pourra vous être très utile."
375,FAQ12-375,"L’or qui pleut sur la terre, bien qu'étant un évènement météorologique exceptionnel, s'est-il déjà produit jadis ?","De façon réelle, je ne crois pas. Ça m'étonnerait beaucoup. Peut-être dans la légende de Midas ou de Crésus, mais à part ça. Peut-être la rivière Pactole, On pourrait dire qu'il y avait des cascades donc l'or tombait du haut de la cascade. Mais à part ça, non, je ne pense pas."
