,,Question,Réponse
244,FAQ8-244,"Avez vous conçu cette chasse comme aurait pu le faire le Petit Poucet, à savoir d'une part semer des miettes, d'autre part semer des cailloux? Nous savons tous qu'une de ces deux méthodes est plus sûre que l'autre pour retrouver le bon chemin.","Plutôt dans l'esprit de semer des cailloux, s'agissant de la bonne piste. Même s'il est vrai, il y a certaines miettes qui peuvent vous éloigner des cailloux. Et forcément, le fait que ces miettes n'aboutissent à rien peuvent vous amener à revenir sur vos pas. Ce qui peut être dangereux puisque évidemment elles auraient pû être mangées. Je file beaucoup la métaphore, mais en effet, il y a des biais cognitifs qui peuvent forcément, avec un biais d'ancrage, vous pousser à ne jamais renoncer à une piste qui paraît séduisante. Et c'est le propre des fausses pistes. Ce que vous allez découvrir après va vous renforcer dans la pensée, la piste initiale. Or, ce qui est utile à ce moment là, c'est de faire preuve d'un peu de sang froid et d'être capable de remettre en question les pistes qui n'ont pas abouti pour repartir. Même si forcément, ça peut être un peu pénible."
245,FAQ8-245,Ces versions numériques pourraient nous aider à comparer plus précisément certaines formes présentes sur les visuels?,"Je pense vraiment pas. Je pense que sur ce niveau de détails, ça ne peut pas vraiment vous aider."
246,FAQ8-246,Peut-on trouver le mal de l’énigme 3 en ayant résolu 0% de l'énigme 2? Ou aide-t-elle à trouver le mal?,En ayant 0% de l’énigme 2 ça me paraît compliqué. Vous n'avez pas besoin de toute l’énigme 2 et notamment de la phrase en rouge.
247,FAQ8-247,"York, cité dans le testament, est-il anglais ou américain?","Très bonne question. Je vais quand même vous répondre que dans le testament, il s'agit de la ville d'York en Angleterre. Mais évidemment, ça peut vous amener à penser à d'autres choses."
248,FAQ8-248,La chambre cachée a-t-elle un lien avec les pigeons?,"Non, elle n'a pas de lien particulier avec les pigeons."
249,FAQ8-249,Le blaireau peut-il s’interpréter en héraldique?,"Oui, oui, oui, c'est possible. C'est un animal qui est rarement, mais de temps en temps représenté sur des blasons."
250,FAQ8-250,Le temps suspend-il son vol à un moment donné?,Très bonne remarque et la réponse est oui.
251,FAQ8-251,La plume dans l'image 2 est bien une référence à un écrivain?,"Non, pas nécessairement. Mais ça peut."
252,FAQ8-252,Les visuels ne sont-ils que futilité narcissique?,"Alors ça dépend pour qui? Je crois pas. Euh, non, non. Il y a des cryptographes, il y a de la cryptographie dans les visuels. Les visuels sont partie intégrante du jeu. Ils occupent une grande part du parchemin. Et ils vont énormément vous aider à comprendre l'histoire de la chasse. Donc pour toutes ces raisons, les visuels sont au cœur de l'Élixir d'Or. Il y a forcément une part beaucoup plus interprétative dans un visuel que dans le texte. Et ça peut être beaucoup plus confusant qu'un texte d'ailleurs. De ce que j'observe. Et c'est aussi ce qui fait un peu la richesse d'un jeu, comme une chasse au trésor. Et donc oui, les visuels sont très importants et sont même peut-être, à certains égards, parfois plus importants que le texte. Au moins pour ne pas aller dans les mauvaises pistes."
253,FAQ8-253,"Dans la version allemande, passons-nous par deux châteaux avant de trouver le lieu familier?","Alors je n'ai pas encore la version allemande. Je crois que de publiés, il y a l'espagnol, l'anglais et le français. L'italien, je devais le publier, je ne l'ai pas encore fait. Je vais essayer de le faire dès que j'ai un moment pour reprendre la main sur le site. Mais il n'y a pas encore la version allemande."
254,FAQ8-254,Est-ce que le choix de Vaux-le-Vicomte est particulièrement satisfaisant vis-à-vis de certains fils rouges de la chasse?,"Alors j'étais en effet très heureux que ça puisse se dérouler au château de Vaux-le-Vicomte, même si ça a été postérieur à l'écriture des énigmes."
255,FAQ8-255,La plume doit nous évoquer la signature d'un traité?,"Ça, je ne pourrais pas vous dire. Mais de façon générale, les traités peuvent être intéressants à analyser, et notamment quelques traités très célèbres et qui peuvent tout à fait avoir leur place dans la chasse."
256,FAQ8-256,"Dans l’énigme 4, est-ce la première fois que l'on tombe sur l'autre trésor, ou a-t-on déjà eu l'occasion de le croiser?","Non, vous n’avez pas eu l'occasion de le croiser directement."
257,FAQ8-257,"Vaut-il mieux se guider d'après le soleil, les étoiles, le vent plutôt qu'avec une boussole?","C'est une très bonne question et je ne peux pas vous donner d'indication. Ça, pour le coup, c'est à vous de faire le choix entre les 4, voire d'en choisir plusieurs."
258,FAQ8-258,Les hommes tombés peuvent-ils être à deux endroits différents?,Oui.
259,FAQ8-259,"Le fer, le jade et le cachemire  sont-ils proches géographiquement?",Oui.
260,FAQ8-260,"Si on regarde la carte à côté de l'échiquier et que l'on se concentre sur la croix, peut-on passer à côté de l'essentiel?",Oui.
261,FAQ8-261,Peut-il y avoir également des enfants qui tombent?,Oui. C'est une très bonne question d’ailleurs.
262,FAQ8-262,"Dans l’énigme 4, y’a-t-il plusieurs sortes de cendres?","Non, il n'y a qu'une seule sorte de cendres."
263,FAQ8-263,Avez-vous assisté à la signature du traité d'indépendance des États-Unis à Philadelphie avec Thomas Jefferson?,"C'est une très bonne question et c'est possible puisque, en effet, le Comte a voyagé à Philadelphie notamment dans son testament c’est ce qu’il dit."
264,FAQ8-264,Les hommes ou les femmes qui tombent le font-ils depuis le ciel ou vers l'intérieur de la terre?,"Ça dépend de quel point de vue vous vous placez. En fait, c'est compliqué de vous répondre parce que tomber, c'est pas forcément trébucher. Et le ciel ou la terre, ça a un sens physique et ça a aussi un sens un peu plus allégorique. Je me place en étant les pieds au sol. Au moment où ils tombent ils n'ont pas les pieds au sol."
265,FAQ8-265,La carte avec la croix sur le visuel est-ce une confirmation?,Oui.
266,FAQ8-266,"Nous sommes tous à la recherche d'un déclic. Comprendre comment tout mettre dans l'ordre. J’ai essayé à l'endroit, à l'envers, en décalant les titres d'énigmes, en décalant les paragraphes du poème. Un coup je finis à Paris même, un coup dans la vallée du Rhône, parfois dans des vignobles ayant existé mais disparu aujourd'hui. Y’a-t-il une quelconque matière à explorer dans cet énoncé?","C'est normal qu’au gré des pistes et des hypothèses que vous modifiez ou vous changez, vous tombiez pas aux mêmes endroits. Après, de mon point de vue, il y a qu’un seul chemin qu’est possible. Donc c'est impossible de tomber à plusieurs endroits différents, à plusieurs tracés différents. Il y a qu'un seul chemin et forcément il peut y avoir des mauvais chemins choisis en fonction des hypothèses que vous retenez, mais c'est pas l'objet du jeu. En tout cas, ce sera pas l'objet de la personne qui gagnera."
267,FAQ8-267,Confirmez vous que personne n'a trouvé le mal et le mal jumeau?,"Ça je ne sais pas parce que je viens juste de lancer le progressivomètre pour les 9 mois, donc je ne sais pas encore."
268,FAQ8-268,"La croix sur la carte, est-ce l'emplacement des hommes tombés?","Ça, je ne peux pas vous le dire."
269,FAQ8-269,La relique est-elle un bien pour le personnage?,"Pareil c'est compliqué de vous répondre là-dessus, mais c'est nécessairement un jalon, une étape importante de sa quête."
270,FAQ8-270,"Les cendres sont-elles d'origine humaine, volcanique, alchimique ou autre?","Alors, c'est une très bonne question et je ne pourrais pas vous répondre. Je peux simplement dire que c'est pas volcanique, mais c'est à vous de trouver les cendres."
271,FAQ8-271,"L'archange Saint Michel, épée flamboyante, et ses lieux de culte font-ils partie de la chasse?",C'est un peu trop précis. Je ne pourrais pas répondre à cette question.
272,FAQ8-272,La croix à l'entrée du royaume des morts est-elle bien liée au vin?,Pas forcément
273,FAQ8-273,Les hommes tombés peuvent-ils être à deux endroits différents? Ces deux endroits sont-ils éloignés géographiquement parlant?,"Oui, ils sont éloignés. Ils ont un lien bien sûr. Je ne pourrais pas vous dire le lien, mais regarder les hommes tomber et relier les cendres, c'est évidemment que la liaison et le tracé à effectuer fait sens. Sinon, il n'y aurait pas besoin de faire ce tracé."
274,FAQ8-274,"L’énigme 2 nous permet à priori de décrypter 3 éléments. Pour trouver à quoi les associer, faut-il avoir tracé les sabliers de l'énigme 1 ou cela n’aide pas?",Alors je ne pourrais pas vous dire ce que vous permet de trouver l'énigme 2. Les éléments de l'énigme 1  ne vont pas avoir forcément d'incidence sur la résolution de la première partie de l'énigme 2.
275,FAQ8-275,Un seul tracé nous permet-il de les relier?,"Si vous parlez des cendres: oui, un seul tracé suffit."
276,FAQ8-276,Certains tracés peuvent-ils avoir une utilité que bien plus tard dans la chasse?,Oui.
277,FAQ8-277,"Quand on est dans l'autre trésor, est-ce une phrase qui nous emmène vers les hommes tombés ou les cendres?","Ce n'est pas une phrase, non."
278,FAQ8-278,Faut-il zoomer sur le périmètre du dernier cercle pour voir le mal?,Oui.
279,FAQ8-279,"Dans la charade, il y a six énigmes et 1 tout Si je dis que trouver les 6 permet, par élimination de trouver la 7ème, est-ce que je chauffe?","Alors si vous avez trouvé les six, trouvez la septième, enfin elle est donnée pas par élimination. Elle est donnée directement."
280,FAQ8-280,253548 de la chambre cachée pourrait-il être issu d'un crypto déjà utilisé dans la chasse en inverse?,"Je ne peux pas vous dire si c’est issu d'un crypto déjà utilisé. Mais ce que je peux vous dire, c'est que il ne faut pas partir du chiffre. Le nombre vient en deuxième partie, il faut d'abord trouver la chambre cachée et le nombre ne vous aide pas à trouver la chambre cachée. Il vous sert à interpréter ce que vous découvrez au moment où vous trouvez la chambre cachée."
281,FAQ8-281,Vous avez dit que l'on devait changer d'échelle lorsque l’on a sorti l'épée. Ai-je raison de penser que ce changement d'échelle se passe dans le jaillissement de l'ordre nouveau et non vers la pointe de l'épée?,"Non, il se passe pas dans le jaillissement de l'ordre nouveau. Il se passe à la pointe de l'épée. Il se passe vraiment au moment où vous êtes prêt."
282,FAQ8-282,3C64 est-ce une couleur?,Non.
283,FAQ8-283,"Pour la charade, une fois les 6 termes trouvés, avons-nous ce qu'il faut pour trouver le bon résultat directement ou devons nous encore prolonger le décryptage avec une ou plusieurs étapes supplémentaires?",Vous avez tout ce qu'il faut pour trouver le bon résultat directement. La charade est à une seule étape.
284,FAQ8-284,"La cape du personnage lui sert-elle pour se camoufler parce qu'il appartient ordre ecclésiastique, parce qu'elle est nécessaire, notamment la nuit?","Ça, je ne peux pas vous dire à quoi sert la cape du personnage. Ce n'est pas pour se camoufler cependant."
285,FAQ8-285,Le nombre de l'énigme 5 confirme-t-il à qui se rapporte la chambre cachée?,"Simple: si vous voulez, ça ne confirme rien. Ça vient apporter un éclairage sur ce que vous avez découvert."
286,FAQ8-286,Le paradis perdu est-il évoqué dans la chasse?,"C'est un peu précis. C’est une bonne remarque, mais je ne peux pas en dire plus."
287,FAQ8-287,La chambre cachée a-t-elle un rapport avec un scientifique?,Non.
288,FAQ8-288,"Le blason du visuel 2 peut-il nous amener en deux temps dans l'espace? (Parmi les étoiles, les planètes..)","Je ne crois pas, non. A priori non."
289,FAQ8-289,"Entrer dans les ordres, qu'ils soient militaires, religieux ou autres, peut-il nous être utile?","C'est une bonne question et je pense que si ça peut vous être utile, il faut explorer cette piste. Après, c'est une piste qui est très réduite et donc je ne pourrais pas vous dire si elle est correcte ou non."
290,FAQ8-290,Des troncs coupés sont-ils présents dans le surplus de la grappe?,"Non, il n'y a pas de troncs coupés dans le surplus de la grappe."
291,FAQ8-291,"Le point commun des items de la charade de l’énigme 4 est-il d’ordre orthographique, contextuel ou autre?","Le point commun n'est pas d'ordre orthographique. Donc il faut explorer d'autres pistes. Je ne pourrais pas vous dire lesquelles précisément, mais il faut explorer d’autres pistes que l’orthographe."
292,FAQ8-292,"La pierre d'attente peut être un banc, peut-elle être une chaise également?","Oui, ça peut être un banc, ça peut être une chaise, une borne, ça peut être une pierre de construction, ça peut être une pierre pour attendre une pierre de patience. Ça peut être une pierre un peu plus allégorique. Ça peut être de nombreuses pierres, mais il n'y en a qu'une qui va être à l'endroit qui vous sera utile."
293,FAQ8-293,Les “hommes tomber” font-ils référence à une guerre?,"Ça je ne peux pas vous répondre. C'est un peu trop précis. Mais c'est en effet important de se demander pourquoi, pour qui, ces femmes et ces hommes sont tombés."
294,FAQ8-294,Les travaux routiers ont-ils impacté la grappe?,Non.
295,FAQ8-295,Les quatre bouteilles au fond sur l'étagère de l’illustration 4 sont-elles une liberté de l'illustratrice?,Oui.
296,FAQ8-296,Les inondations peuvent-elles compromettre l'emplacement du trésor?,Non.
297,FAQ8-297,"Dans la chasse, y’a-t-il des styles, avocat égal A vaut K?","Compliqué, parce que c'est une chasse qui est traduite en déjà trois autres langues que le français. Plus il y a de jeux de mots qui se multiplient, plus il devient complexe de les traduire efficacement dans toutes les langues et surtout, ça peut facilement les révéler."
298,FAQ8-298,La pierre d'attente pourrait-elle produire des sons selon le contexte?,Non je crois pas.
299,FAQ8-299,"Les hommes, femmes, enfants tombent-ils tout seul? (on les pousse)",Ils vont tomber en même temps. Ils ne se suicident pas.
300,FAQ8-300,"Sur l’image 4, la grille, carrelage qui ne respecte pas les perspectives, a-t-elle une importance?",Elle peut. Elle peut avoir une importance.
301,FAQ8-301,Je crois me rappeler qu'il y a un thème commun entre les six points de la charade. Un élément précis dans les énigmes visuelles nous aide-t-il à trouver ce thème?,Il y a évidemment de très nombreux éléments qui vous permettent de trouver le thème dont il s'agit.
302,FAQ8-302,Ils sont tombés pour la France?,"C'est un peu trop précis. Je pourrais pas vous dire pour quelle cause ou pour qui ils serait tombés. Ça, ce sera vous de le trouver."
303,FAQ8-303,John Milton est-il une référence dans la chasse?,"Un peu précis, donc je ne pourrais pas vous répondre."
304,FAQ8-304,Le fil rouge nous confirme-t-il les “hommes qui tombent”?,"Oui. Oui, ça vous le confirme."
305,FAQ8-305,Saint-Thomas évangéliste est-il le 12ème?,"Je pourrais pas vous dire. C’est un peu, un peu trop précis."
306,FAQ8-306,"Une fois la pierre d’attente trouvée, il semble que l'on s'en détourne. Est-ce parce que c'est seulement plus tard qu'elle servira dans une étape bien ultérieure, en tout cas pas immédiate?","Vous vous en détournez, en effet. Et ce n'est pas exactement cette pierre qui vous servira plus tard."
307,FAQ8-307,"Je pense avoir trouvé la chanson grâce à l'illustration. Littéralement, son titre. Suis-je dans la bonne voie? (Une chanson franc-maçon)","Ça, j'avoue que je ne vois pas à quoi vous pensez. Donc je serais tenté de vous répondre que vous n'êtes pas dans la bonne voie. Car ça ne me fait penser pas à grand chose."
308,FAQ8-308,Pandemonium est-il une référence?,Pandemonium n'est pas une référence.
309,FAQ8-309,"Diriez-vous que la vérité, en vérité, sera affaire de vin?","Très bonne référence, et je dirais que oui bien sûr. Le vin est au cœur du jeu et je pense que ceux qui l'oublient ou en tout cas ne voient pas forcément tous les liens pourraient être surpris plus tard."
310,FAQ8-310,La pierre d'attente est-elle une étape pour patienter avant INRI?,"En quelque sorte. Oui, tout à fait."
311,FAQ8-311,La vérité peut-elle finir au fond d'un puit?,Oui.
312,FAQ8-312,Le fil rouge rouge nous permet d'identifier les cercles nous menant au mal?,Oui. (Est-ce que c’est volontaire qu’il y ait 2 fois rouge?)
313,FAQ8-313,Saint Thomas n'est-il pas appelé Didyme qui signifierait jumeau?,"Oui, tout à fait, il y a plusieurs théories d’ailleurs sur le frère jumeau qu'aurait eu le Christ dans les manuscrits de la mer morte ou autres. Mais je ne peux pas vous dire si ça a un rôle à jouer dans l’Élixir d’Or."
314,FAQ8-314,Une comptine peut-elle avoir un lien avec une étape de la charade?,"Ça, je ne peux pas vous dire."
315,FAQ8-315,La formule chimique n'est pas complète pour arriver au résultat complet de la maturation du vin. Faut-il aller plus loin?,"Si vous vous posez cette question, je pense qu'il faut, du coup, que vous alliez plus loin vous-même pour confirmer ou infirmer. Je pourrais pas vous vous dire oui ou non."
316,FAQ8-316,"INRI, un lien avec la guerre 14-18?",A priori no
317,FAQ8-317,"La pierre, après celle d'attente, est-elle fragmentée?","Non, elle n'est pas fragmentée non."
318,FAQ8-318,"Pour la chimie, la personne qui a mis au jour ses secrets est-elle importante? (en pensant à Pasteur)","Il y a plusieurs secrets dans la chimie. Et plusieurs personnes aussi là-dessus. Il y a certaines qui ne sont pas du tout importantes et du coup j'aurais besoin de savoir à laquelle vous faites référence. Pasteur? Du coup, je peux pas vous répondre. Désolé"
319,FAQ8-319,Retaillée? Raccourcie? (en parlant de la pierre),"Ça non plus, je ne peux pas vous répondre. De façon générale, tout ce qui va concerner la pierre. Il y a une pierre qui vous sert à attendre, une pierre pour patienter. Et puis en effet, il peut y avoir une ou d’autres pierres. Et ce que vous en faites forcément peut avoir une incidence, mais je ne peux pas vous dire exactement ce que vous en faites."
320,FAQ8-320,Le résultat de la charade donne-t-il un objet et un lieu?,"Non. Il vous donne un objet ou un lieu mais quelque chose, en tout cas de très concret et déterminé."
321,FAQ8-321,"Pourquoi tout est à l'envers sur les illustrations (la croix du Templier, l'Échiquier, le port de l'épée flamboyante ou pas)?","C’est à vous de vous dire est-ce que c'est à l'envers ou pas? Il y a en effet des choses qui peuvent sembler contre intuitives. En tout cas, je vous confirme qu'il n'y a pas d'erreur dans les illustrations à ce sujet."
322,FAQ8-322,Le fil rouge est-il plutôt un épisode court au regard de l'histoire ou un thème plus général?,"Ça va être un thème pas forcément très général, mais ça va être un thème, ça va être quelque chose qui n'est pas circonscrit juste à une ou deux décennies."
323,FAQ8-323,Le lierre de la connaissance est-il palpable physiquement?,"Celui dont parle l'Élixir, non. Mais il fait référence à un lierre qui est palpable. Et d'ailleurs, il reprend quasiment trait pour trait une appellation qui est très connue s'agissant de ce lierre."
324,FAQ8-324,Les hommes tombés se trouvent à deux endroits éloignés géographiquement. Une frontière sépare-t-elle ces deux endroits?,La réponse est non. Il n'y a pas de frontière entre ces deux endroits.
325,FAQ8-325,"Cette pierre, la dernière, a-t-elle plusieurs noms selon les civilisations?",Je ne peux pas vous répondre.
326,FAQ8-326,Est-ce utile de visiter même virtuellement la Roslyn Chapel en Écosse pour trouver des éléments de la chasse?,"Si vous vous poser cette question, j'espère que vous avez déjà entrepris cette visite virtuelle. Ou que au moins vous avez pu vous documenter, parce que forcément, c'est une piste que j'ai vu beaucoup passer. Et il peut être intéressant, en effet, de faire des recherches à ce sujet."
327,FAQ8-327,Est-ce une flamboyante ou une flambère?,C'est une flamboyante.
328,FAQ8-328,Le lierre a-t-il ses racines en Angleterre?,"Non... [après une courte pause] J'ai répondu un peu trop vite, je ne peux pas répondre. C'est... Si... J'arrête là, je ne peux pas répondre à cette question."
329,FAQ8-329,Raisins au pluriel dans la grappe a-t-il un rapport avec deux départements différents?,Non.
330,FAQ8-330,"Pourrions-nous dire que le visuel 6 zoome sur une partie d'un tout plus grand, plus large?","Oui, tout à fait."
331,FAQ8-331,Est-ce que Lewis Carroll est une source d'inspiration?,"C'est une très, très grande source d'inspiration. Je suis un grand fan de l'univers d'Alice et par contre, je ne pourrais pas vous dire s'il y a du Alice dans l'Élixir d’Or."
332,FAQ8-332,"Si je vous dis “à l’eau, cognac, j’ai”, que me répondrez-vous?",Je ne sais pas quoi vous répondre
333,FAQ8-333,Le poème nous aide-t-il à trouver le bon cheval?,"Non, si vous parlez du cheval de l'énigme 3."
334,FAQ8-334,La Trinité est-elle matérialisée par trois croix alignées sur un mont?,"Vous pensez à Golgotha. Oui, il y a des références bibliques à ce sujet. Mais “elles sont Trinité”: pas forcément."
335,FAQ8-335,Échiquier = carte?,"Alors ça, je ne peux pas vous dire, mais il y avait une très bonne question qui avait été posée et ça me fait un peu penser à ça. Sur le fait de reporter des constellations ou des cartes célestes sur la terre. De façon générale, tout ce qui peut faire penser à une mini carte à réinsérer dans une plus grande carte ou même l'inverse, ça peut être un raisonnement qui est intéressant."
336,FAQ8-336,Dans le visuel 1 le nombre de rangs de vignes sur la colline à gauche de l'arbre est-il important?,Non.
337,FAQ8-337,"Si le visuel 6 était en niveau de gris, la découverte ou la confirmation d'un élément serait compromise?",Oui.
338,FAQ8-338,"Toute chasse au trésor a forcément une carte, le parchemin en fait-il partie? (Par parchemin j'entends tout élément le constituant, textes, visuels)","Le parchemin n'est pas une carte au trésor stricto sensu, c'est un testament, c'est des énigmes. Il y a évidemment une carte dans l’Élixir d’Or, mais a priori, il n'y a pas de carte cachée dans le parchemin sous sa forme physique. Notamment parce que certaines personnes ont juste la version numérique et les éléments ne sont pas à la même place. Je vous ai dit c’est de travailler sur MyMaps. La carte au trésor si vous voulez, elle sur Maps. Et le reste, ça va vous permettre de construire cette carte au trésor, mais elle est à construire, elle n'est pas préexistante."
339,FAQ8-339,L'alchimie peut-elle m'aider dans l'illustration 2?,"La chimie peut-être, mais l'alchimie, c'est peut être un peu de tôt pour l'illustration 2."
340,FAQ8-340,Est-ce qu'il y a une histoire de pirates dans la chasse ou un lien?,Je ne peux pas vous dire.
341,FAQ8-341,Il y a des couleurs que l'on appelle cendre. Doit-on les prendre en compte?,"Non, il n'y a pas de lien avec les cendres à relier."
342,FAQ8-342,La grappe de raisins comporte-t-elle un amphithéâtre?,Non. Non ça ne comporte pas d'amphithéâtre.
343,FAQ8-343,"“Suis leurs traces”, ces traces sont-elles gravées dans la roche?",C'est une très bonne question et je ne pourrais pas vous répondre.
344,FAQ8-344,"Si la chasse avait été résolue en six mois, pensez vous qu'une majorité de joueurs aurait été surprise par la quantité de travail nécessaire pour en arriver à bout?","Je pense pas. Il y a beaucoup de travail, mais en fait, forcément, quand les solutions sont données, c'est une ligne droite. Vous foncez à vol d'oiseau. Et donc, finalement, même s'il y a beaucoup de travail de décryptage, la plupart des chasses récentes qu’ont été résolues, les solutions détaillées vont faire 40, 50 pages maximum. Là où je vois que je reçois des PDF de joueurs ou autres, j'ai des cheminements à plus de 150 pages. Et d'un joueur à l'autre, ça peut être de nouveau 150 pages qui n'ont absolument rien à voir. Donc on peut arriver avec l'ensemble de la communauté des joueurs à des dizaines de milliers de pages différentes et donc forcément, à la fin, la solution peut apparaître très, très petite, très restreinte par rapport à toutes les recherches, toutes les pistes, toutes les théories qui ont pu émerger de la part de l'intelligence et de l'imagination collective des joueurs."
345,FAQ8-345,"Le trésor sur l’image 4, référence aux pirates? La tête de mort, le scorpion, et cetera. J'ai raison?","Ça, je ne peux pas vous dire, je peux pas vous dire à quoi ça fait référence."
346,FAQ8-346,Peut-on prendre un bateau et naviguer au cours de cette aventure?,"Oui, tout à fait."
347,FAQ8-347,Clairvaux apparaît-elle dans la chasse?,"Ça, je ne peux pas vous dire."
348,FAQ8-348,Connaissez vous le carré Sator?,Oui. Tout à fait.
349,FAQ8-349,Vois-je un aigle dans l'illustration 3?,"Oui, c'est un aigle. L'oiseau est un aigle."
350,FAQ8-350,"Les déchéances sont-elles mythologiques, légendaires?","Elles peuvent être en effet de ce registre. Elles peuvent être aussi religieuses. Elles peuvent être humaines. Mais en tout cas, elles se rapprochent tous d'un point de vue saurien. Donc c'est pour ça qu'il est précisé qu'il s'agit de sauriennes déchéances."
